,name,region,group,inosinate,guanylate,adenylic,glutamate,aspartate,threonine,serine,asparagine,glutamine,proline,glycine,alanine,valine,cysteine,methionine,isoleucine,leucine,tyrosine,phenylalanine,tryptophan,lysine,histidine,arginine,source,judgment
527,"Soy sauce, tamari",Japan Mie,Seasonings and Spices,,,,1624.0,874.0,425.0,638.0,0.0,0.0,664.0,360.0,631.0,552.0,0.0,113.0,383.0,489.0,53.0,398.0,0.0,614.0,163.0,260.0,M. Mori (2011) Doctoral dissertation of Iwate University,very good
528,Soy Souce Korea,Korea,Seasonings and Spices,,,,1264.0,632.0,255.0,345.0,0.0,,349.0,278.0,404.0,299.0,0.0,43.0,259.0,453.0,99.0,156.0,,275.0,136.0,331.0,"Y. Yoshida (1998) Food Rev. Int.,14(2&3),213-246",very good
529,Soybean powder,Japan,Pulses,,,,35.0,83.0,0.0,4.0,0.0,0.0,0.0,7.0,250.0,15.0,16.0,7.0,0.0,5.0,21.0,33.0,,57.0,41.0,231.0,"K. Ooki et al. (2000) Kyoto Prefectural University report of art and science  Human environment science and agriculture , 52, 1-6",unexceptional
530,Soybean sprout,Japan,Vegetables,,,,0.0,4.7,13.2,17.6,606.0,16.3,16.1,1.8,25.5,73.4,0.0,10.5,44.5,32.7,23.0,63.4,4.6,32.6,72.8,61.4,"T. Kiuchi et al. (1984) Hiroshima Women's University domestic science department bulletin, 20, 65-77",bad
531,"Soybean, Enrei",Japan Toyama,Pulses,,,,44.4,14.8,2.2,4.4,,,0.0,16.9,32.8,3.1,0.0,3.6,3.6,5.7,2.3,5.3,16.9,2.4,5.6,23.6,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",unexceptional
532,"Soybean, Ootsuru",Japan Toyama,Pulses,,,,32.3,33.8,1.6,2.3,,,0.0,14.5,17.7,1.7,0.0,1.6,2.3,2.7,0.0,4.1,23.2,1.9,3.6,20.7,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",unexceptional
533,"Soybean, Tanbakuro",Japan Toyama,Pulses,,,,53.9,50.7,3.4,3.2,,,0.0,13.8,15.2,2.1,0.0,1.6,2.9,2.3,0.0,1.9,20.1,2.7,6.2,98.1,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",unexceptional
534,Spanish mackerel,Japan,Fishes and Shellfishes,,,,11.4,1.8,9.3,10.2,0.0,0.6,0.0,16.2,24.7,6.3,0.0,4.4,2.8,7.7,4.9,4.4,0.6,38.7,168.9,6.9,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",unexceptional
535,Spanish mackerel,China,Fishes and Shellfishes,,,,23.5,3.8,,,,,,7.5,20.4,14.8,,6.5,11.4,20.5,11.2,12.9,,41.9,84.5,22.0,,unexceptional
536,Spanish mackerel,China,Fishes and Shellfishes,,,,27.7,24.7,,,,,,8.4,22.6,17.4,,7.4,14.1,24.5,13.6,15.6,,45.2,84.6,27.2,,unexceptional
537,Spanish mackerel,China,Fishes and Shellfishes,,,,38.6,26.5,,,,,,10.7,28.0,17.8,,7.6,14.6,25.6,14.3,16.9,,49.8,83.8,29.6,,unexceptional
538,Spanish mackerel,China,Fishes and Shellfishes,,,,35.9,24.7,,,,,,8.9,25.3,19.0,,8.7,15.9,28.4,15.9,18.9,,51.1,80.6,32.2,,unexceptional
539,"Spear squid, ink",Japan,Fishes and Shellfishes,,,,6.2,2.3,1.7,2.0,,,4.3,2.6,8.7,1.6,0.0,0.0,1.1,2.4,1.9,0.2,,1.2,0.3,2.2,"H. Yamanaka et al (1998) J. of Cookery Science of Japan 31, 3, 206-213",bad
540,"Spear squid, raw",Japan,Fishes and Shellfishes,0.12,,,28.4,5.6,7.8,5.0,0.9,7.3,253.4,60.8,105.7,8.7,2.4,7.7,8.7,9.8,2.9,2.4,,12.7,8.1,414.6,"M. Asano (1982) Yokohama National University educational bulletin, 22, 75-83",unexceptional
541,Squid ink,Japan,Fishes and Shellfishes,,,,6.3,1.6,1.7,1.4,,,4.5,0.5,7.3,3.2,0.0,0.0,2.4,4.5,4.5,0.5,,2.2,0.3,0.5,"H. Yamanaka et al (1998) J. of Cookery Science of Japan 31, 3, 206-213",bad
542,Squid ink,Japan,Fishes and Shellfishes,,,,2.9,1.2,0.9,1.3,,,10.6,1.0,6.5,1.0,0.0,0.0,0.5,1.5,1.8,0.0,,0.9,0.3,0.2,"H. Yamanaka et al (1998) J. of Cookery Science of Japan 31, 3, 206-213",bad
543,Squid ink Sepia pharaonis,Japan,Fishes and Shellfishes,10.8,,,24.4,8.7,5.6,7.0,,,50.0,15.2,23.6,6.6,0.0,0.0,7.2,17.9,38.7,11.5,,6.7,6.8,17.1,"H. Yamanaka et al (1998) J. of Cookery Science of Japan 31, 3, 206-213",unexceptional
544,squid sauce,Japan,Seasonings and Spices,,,,581.0,661.0,301.0,448.0,,,497.0,472.0,291.0,433.0,71.0,210.0,418.0,,251.0,234.0,,596.0,100.0,865.0,"Ole G. Mouritsen, Lars Duelund, Ghislaine Calleja, et al. Ile=Ile+Leu",good
545,"Squid, raw",Japan,Fishes and Shellfishes,0.0,,,21.1,13.2,12.5,19.1,8.5,5.9,1484.6,848.2,271.9,28.2,2.8,10.8,10.8,14.4,10.7,5.6,,8.9,9.7,755.3,"M. Asano (1982) Yokohama National University educational bulletin, 22, 75-83",unexceptional
546,"Squid, raw",Japan,Fishes and Shellfishes,0.23,,,17.1,6.9,19.3,13.4,0.0,8.9,1462.9,231.4,254.2,5.5,4.0,13.4,4.6,6.4,3.8,3.5,,25.5,137.6,621.3,"M. Asano (1982) Yokohama National University educational bulletin, 22, 75-83",unexceptional
547,Steak Sauce,UK,Seasonings and Spices,,,,90.0,74.0,9.0,10.0,,,13.0,2.0,25.0,6.0,,1.0,4.0,4.0,3.0,12.0,,5.0,7.0,18.0,,unexceptional
548,Stone flounder,Japan,Fishes and Shellfishes,196.0,,,7.0,4.0,6.0,7.0,,,2.0,28.0,19.0,2.0,,1.0,1.0,3.0,1.0,1.0,0.0,5.0,2.0,2.0,"S. Kounosu et al（1974）Bulletin of Japanese Society of Scientific Fisheries, 40, 9, 909-915",bad
549,Strips of dried gourd,Japan,Vegetables,,1.2,,136.6,568.1,143.6,349.5,213.9,28.4,103.7,141.5,390.1,485.6,,175.7,198.2,274.5,125.5,215.5,0.0,79.0,43.0,538.3,"M. Higashiguchi et al.（2005）J. for the Integrated Study of Dietary Habits, 15, 4, 253ー260",unexceptional
550,Sweet green pepper,Japan,Vegetables,,,,49.7,25.5,13.1,21.8,69.5,145.5,0.0,2.4,10.0,17.2,,,9.5,8.3,8.5,8.4,,11.6,1.5,9.7,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
551,"Sweet potato, Beniotome",Japan,Potatoes and Starches,,,,41.0,43.0,18.0,12.0,,,,1.0,6.0,6.0,,2.0,4.0,6.0,4.0,10.0,1.0,4.0,2.0,4.0,"K. Takamine et al. (2000) Kagoshima-ken industrial technologies center research report 14, 25－30",unexceptional
552,"Sweet potato, Kogane sengan",Japan,Potatoes and Starches,,,,48.0,50.0,12.0,16.0,,,,0.9,6.0,3.0,,1.0,2.0,2.5,1.0,6.0,1.0,3.0,2.0,3.0,"K. Takamine et al. (2000) Kagoshima-ken industrial technologies center research report 14, 25－30",unexceptional
553,"Sweet potato, Shiroyutaka",Japan,Potatoes and Starches,,,,46.0,32.0,12.0,7.0,,,,0.7,3.0,3.0,,1.0,2.0,2.5,1.0,8.0,1.0,3.0,1.0,2.0,"K. Takamine et al. (2000) Kagoshima-ken industrial technologies center research report 14, 25－30",unexceptional
554,Sweetfish,Japan,Fishes and Shellfishes,,,,10.8,1.0,8.1,5.1,0.0,5.9,7.5,20.6,22.6,3.3,0.7,1.9,19.2,3.7,1.7,2.2,0.0,16.1,36.1,4.3,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",unexceptional
555,Sword fish,Japan Ehime,Fishes and Shellfishes,,,,8.0,0.0,2.0,2.0,,,1.0,6.0,16.0,6.0,0.0,1.0,3.0,5.0,0.0,1.0,,61.0,3.0,0.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",bad
556,Tamarillo,Peru,Fruits,,,,474.0,57.0,2.0,3.0,120.0,140.0,77.0,0.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,8.0,20.0,4.0,,acceptable
557,Tamarillo,Peru,Fruits,,,,1260.0,82.0,3.0,4.0,0.0,70.0,40.0,2.0,9.0,3.0,0.0,5.0,3.0,5.0,6.0,3.0,2.0,14.0,26.0,8.0,,very good
558,Tempeh,Indonesia,Seasonings and Spices,,,,223.9,89.8,68.3,74.7,0.0,,92.3,63.9,157.7,93.6,18.8,26.1,86.6,138.8,62.0,98.7,,148.6,52.0,17.2,"T. Sumino (2014) J. of Cookery Science of Japan 47, 3, 183-186",unexceptional
559,TERASI BONANG,Indonesia,Seasonings and Spices,,,,357.29,162.87,129.53,99.39,0.0,0.0,104.36,75.12,275.36,176.87,27.49,20.76,123.42,231.48,131.93,90.13,,209.57,12.11,58.01,,acceptable
560,Threeline grunt,Japan,Fishes and Shellfishes,,,,12.1,0.5,4.0,4.4,9.2,2.2,0.0,15.7,23.4,2.6,0.0,2.2,2.0,3.7,2.4,2.1,0.5,30.2,2.0,6.0,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",unexceptional
561,Tomato,Japan,Vegetables,0.0,0.0,,187.0,23.0,2.0,3.0,,,4.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,3.0,2.0,うま味インフォメーション調べ,unexceptional
562,Tomato,Spain,Vegetables,,,,296.0,76.0,4.0,4.0,,,13.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,2.0,8.0,3.0,4.0,7.0,2.0,,unexceptional
563,Tomato,Japan Shizuoka,Vegetables,,,,274.1,,,,,,,,,,,,,,,,,,,,,unexceptional
564,Tomato juice,Japan,Vegetables,,,,189.4,57.3,8.1,9.2,32.8,136.2,,1.4,8.1,2.3,,,3.2,3.0,4.6,12.3,,6.3,5.7,9.0,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
565,Tomato ketchup,Japan,Seasonings and Spices,0.0,0.0,,249.0,122.0,14.0,15.0,66.0,0.0,2.0,3.0,46.0,4.0,0.0,2.0,5.0,5.0,4.0,17.0,1.0,9.0,8.0,11.0,source:Umami Information Center,unexceptional
566,Tomato ketchup,USA,Seasonings and Spices,0.0,0.0,,212.0,111.0,8.0,7.0,41.0,0.0,4.0,1.0,19.0,2.0,0.0,0.0,6.0,4.0,2.0,12.0,0.0,6.0,7.0,8.0,source:Umami Information Center,unexceptional
567,Tomato paste,Turkey,Seasonings and Spices,,,,765.0,387.0,41.0,48.0,183.0,0.0,5.0,11.0,121.0,14.0,0.0,6.0,16.0,18.0,15.0,58.0,11.0,30.0,27.0,36.0,,good
568,"Tomato, cherry tomato Aiko",Japan Tokyo,Vegetables,,0.0,,278.0,51.0,3.0,6.0,10.0,32.0,2.0,1.0,11.0,2.0,0.0,1.0,2.0,4.0,3.0,12.0,2.0,5.0,4.0,4.0,source:Umami Information Center,unexceptional
569,"Tomato, green",Japan,Vegetables,,,,26.4,25.0,13.0,14.0,41.0,179.0,,,,,,,,,,25.0,,,,,,unexceptional
570,"Tomato, green",Japan,Vegetables,,,,16.5,29.0,11.0,17.9,31.9,129.1,,,,,,,,,,15.5,,,,,,unexceptional
571,"Tomato, pink",Japan,Vegetables,,,,253.1,50.6,15.5,12.3,47.9,216.9,,,,,,,,,,0.0,,,,,,unexceptional
572,"Tomato, red",Japan,Vegetables,,,,323.6,61.0,8.9,11.0,36.8,130.4,,,,,,,,,,0.0,,,,,,acceptable
573,"Tomato, Tokimeki No.2 Light red",Japan,Vegetables,,,,135.5,31.9,13.6,20.3,38.0,157.5,,,,,,,,,,9.0,,,,,,unexceptional
574,"Tomato, Tokimeki No.2 Red",Japan,Vegetables,,,,246.9,40.8,10.2,14.2,32.1,113.0,,,,,,,,,,8.5,,,,,,unexceptional
575,"Tomato, Tokimeki No.2, Green",Japan,Vegetables,,,,17.9,13.8,13.4,10.2,40.0,188.8,,,,,,,,,,11.8,,,,,,unexceptional
576,"Tomato, Tokimeki No.2, Green",Japan,Vegetables,,,,13.2,20.9,11.5,22.0,28.6,128.0,,,,,,,,,,11.0,,,,,,unexceptional
577,"Tomato, Tokimeki No.2, Pink",Japan,Vegetables,,,,93.0,22.1,8.4,13.4,30.0,109.3,,,,,,,,,,7.6,,,,,,unexceptional
578,Tucupi (sauce),Peru,Seasonings and Spices,,,,159.0,255.0,20.0,27.0,,,20.0,10.0,61.0,18.0,0.0,8.0,7.0,21.0,25.0,21.0,0.0,16.0,14.0,80.0,Umami Information Center,unexceptional
579,Tucupi (scratch),Peru,Seasonings and Spices,,,,246.0,337.0,25.0,41.0,,0.0,21.0,12.0,50.0,17.0,0.0,9.0,5.0,18.0,33.0,22.0,9.0,23.0,24.0,132.0,Umami Information Center,unexceptional
580,"Tuna Chu-toro, Bigeye tuna, medium fatty",Indian Ocean,Fishes and Shellfishes,315.0,,,2.0,0.0,2.0,2.0,,,2.0,6.0,8.0,7.0,,4.0,3.0,6.0,4.0,3.0,,8.0,511.0,1.0,"T. Kouriyama et al.(2000) Nippon Suisan gakkaishi 66, 3, 462-468",bad
581,"Tuna Oh-toro, Bigeye tuna, fattiest part",India Ocean,Fishes and Shellfishes,361.0,,,2.0,0.0,2.0,2.0,,,2.0,5.0,7.0,7.0,,4.0,3.0,5.0,4.0,3.0,,7.0,450.0,1.0,"T. Kouriyama et al.(2000) Nippon Suisan gakkaishi 66, 3, 462-468",bad
582,"Tuna, Akami, Bigeye tuna, red meat",Indian Ocean,Fishes and Shellfishes,363.0,,,1.0,0.0,3.0,2.0,,,1.0,6.0,11.0,6.0,,2.0,3.0,6.0,3.0,2.0,,4.0,231.0,,"T. Kouriyama et al.(2000) Nippon Suisan gakkaishi 66, 3, 462-468",bad
583,Udo,Japan,Vegetables,,,,238.0,6.4,24.3,3.2,142.0,0.0,6.8,0.5,1.2,10.8,0.0,4.2,10.2,7.6,13.4,4.6,13.8,4.7,18.9,9.4,"T. Kiuchi et al. (1984) Hiroshima Women's University domestic science department bulletin, 20, 65-77",unexceptional
584,"Wakame, fresh",Japan,Algae,,,,8.62,0.52,8.67,6.2,,,15.0,43.68,59.2,1.07,0.46,0.16,1.08,1.89,1.0,0.88,0.56,3.32,0.2,3.5,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",bad
585,"Wasabi, powder",Japan,Seasonings and Spices,,,,165.7,35.0,51.4,45.6,42.8,84.7,333.7,3.4,91.1,37.2,,,21.6,17.6,8.3,16.2,,9.8,6.7,362.2,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
586,Wasabi/Japanese horseradish,Japan,Vegetables,,,,23.9,11.4,46.3,19.0,21.7,20.7,28.7,13.1,103.5,35.3,,,21.6,21.4,19.2,14.0,,8.1,1.8,63.9,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
587,Water melon,Japan,Fruits,,,,375.7,29.3,9.3,10.3,4.0,,,1.7,4.4,16.0,,,23.4,2.5,0.0,44.5,,2.3,5.9,67.5,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",acceptable
588,Welsh onion,Japan,Vegetables,,,,48.5,23.1,7.3,35.0,41.0,106.9,0.0,2.1,53.5,15.3,,,4.3,9.3,11.0,18.7,,7.5,2.4,21.4,"T. Suzuki et al. (1976) Food Research Institute Report, 31, 42-70",unexceptional
589,White asparagus,Japan,Vegetables,,,,36.0,10.0,13.0,30.0,0.0,0.0,142.0,15.0,64.0,21.0,3.0,2.0,5.0,11.0,4.0,7.0,2.0,9.0,9.0,59.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
590,"White sesame seed, washed",China,Nuts and Seeds,,,,5.64,4.15,1.07,0.27,,,0.04,1.33,4.06,0.85,,0.17,0.99,0.91,1.43,1.68,,1.54,0.5,0.36,"T. Takeda et al (1997) J. of Home Economics of Japan 48,2,137-143",bad
591,White shrimp,Japan,Fishes and Shellfishes,0.0,,,20.0,2.0,,21.0,,,169.0,368.0,73.0,19.0,,12.0,12.0,19.0,20.0,8.0,,22.0,68.0,439.0,"K. Ninomiya (1998) Food Rev.Int.,14(2&3),177-211",unexceptional
592,"Wild boar, boned rib, hunt in winter",Japan　Tottori,Meats,,,,17.0,,0.0,2.0,0.0,,0.47,4.7,11.0,1.9,,0.0,1.3,2.2,0.0,0.0,,3.0,0.0,17.0,"Y. Fujimitu et al. (2016) Tottori-ken industrial technology center research report 19, 9-14",unexceptional
593,"Wild boar, loin, hunt in winter",Japan　Tottori,Meats,,,,19.0,,0.0,1.6,0.0,,4.2,4.0,11.0,1.5,,0.0,1.6,2.8,0.0,0.0,,3.1,0.0,27.0,"Y. Fujimitu et al. (2016) Tottori-ken industrial technology center research report 19, 9-14",unexceptional
594,"Wild boar, thigh, hunt in winter",Japan　Tottori,Meats,,,,67.0,,3.7,6.1,7.3,,0.59,13.0,37.0,4.2,,1.0,3.7,6.2,3.4,4.2,,6.0,2.3,52.0,"Y. Fujimitu et al. (2016) Tottori-ken industrial technology center research report 19, 9-14",unexceptional
595,Worcestershire sauce,UK,Seasonings and Spices,,,,34.0,43.0,16.0,15.0,,,19.0,13.0,29.0,24.0,,10.0,20.0,33.0,13.0,14.0,,30.0,13.0,25.0,Umami Information Center,unexceptional
596,Worcetershire sauce,UK,Seasonings and Spices,,,,34.0,43.0,16.0,15.0,,,19.0,13.0,29.0,24.0,,10.0,20.0,33.0,13.0,14.0,,30.0,13.0,25.0,,unexceptional
597,"Yam, nagaimo",Japan  Aomori,Potatoes and Starches,,,,24.0,8.0,20.0,86.0,,,2.0,18.0,52.0,16.0,0.0,4.0,10.0,9.0,2.0,9.0,5.0,9.0,9.0,125.0,Umami Information Center,unexceptional
598,"Yam, yamatoimo",Japan Gunma,Potatoes and Starches,,,,9.0,4.0,15.0,43.0,,,4.0,4.0,14.0,7.0,0.0,2.0,8.0,11.0,3.0,7.0,4.0,14.0,10.0,382.0,Umami Information Center,bad
599,yellowfin,Japan,Fishes and Shellfishes,150.0,,,1.0,0.0,4.0,3.0,,,3.0,7.0,12.0,6.0,,2.0,4.0,6.0,3.0,1.0,,6.0,248.0,0.0,,bad
600,"Yellowfin, bloody or dark part",Japan Ehime,Fishes and Shellfishes,,,,13.0,3.0,6.0,9.0,,,4.0,14.0,46.0,7.0,0.0,2.0,4.0,7.0,5.0,5.0,,9.0,346.0,1.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",unexceptional
601,"Yellowfin, normal part",Japan Ehime,Fishes and Shellfishes,,,,6.0,2.0,4.0,4.0,,,2.0,5.0,14.0,5.0,0.0,4.0,2.0,4.0,4.0,4.0,,5.0,738.0,2.0,"Y. Hiraoka et al. (2011)  Ehime Prefecture Industrial Technology Institute Research Report 49, 19－22",bad
602,"Yellowtail, fishing in December",Japan,Fishes and Shellfishes,,,,8.9,1.5,1.4,1.7,0.0,3.7,0.0,2.7,22.5,1.6,0.0,0.8,1.1,2.0,1.2,1.8,1.2,49.2,842.6,2.4,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",bad
603,"Yellowtail, fishing in March",Japan,Fishes and Shellfishes,,,,9.4,0.0,3.4,4.3,14.9,7.5,0.0,5.0,25.1,3.0,1.3,2.4,2.6,5.5,3.8,2.7,1.6,29.8,883.1,7.3,"T. Aoki et al. (2000) J. for the Integrated Study of Dietary Habits, 10, 4, 26-35",bad
604,Yuzu kosho,Japan,Seasonings and Spices,,,,11.0,14.0,6.0,14.0,,32.0,16.0,2.0,9.0,5.0,0.0,0.0,3.0,4.0,3.0,3.0,0.0,5.0,2.0,5.0,,unexceptional
605,"Yuzu, juice",Japan Toyama,Vegetables,,,,49.0,91.1,2.3,27.8,,,70.8,1.9,25.3,3.6,0.0,0.0,0.8,0.8,0.0,1.4,0.0,1.0,0.0,12.3,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",unexceptional
606,"Yuzu, skin",Japan Toyama,Fruits,,,,21.7,21.4,1.6,10.8,,,76.5,0.9,11.4,0.7,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.2,0.0,4.1,"M. Kashima et al. (2010) Bulletin of the Food Research Institute, Toyama Prefectural Agricultural, Forestry and Fisheries Research Center 1, 13-22",unexceptional
607,Zucchini,Japan,Vegetables,,,,20.0,34.0,10.0,28.0,47.0,107.0,1.0,2.0,6.0,10.0,0.0,5.0,7.0,5.0,12.0,11.0,4.0,8.0,9.0,36.0,Umami Information Center,unexceptional
